question,question_type,answer,ambiguous,object_ids,room_ids,uid,origin
Is there a t-shirt and a wardrobe cabinet in the office?,logical_room,no,False,"[[], []]",[3],de5f7b00-b7b8-4186-a60e-d87543c5e9f4,template
Is there a t-shirt and a washer in the office?,logical_room,no,False,"[[], []]",[3],11a3ce51-ee69-42af-85e4-4d7a5389cd4e,template
Is there a t-shirt and a water dispenser in the office?,logical_room,no,False,"[[], []]",[3],70d91031-36b3-4330-ae72-980fdbca110a,template
Is there a t-shirt and a window in the office?,logical_room,no,False,"[[], [82, 84]]",[3],3fffb976-0d11-4b01-975b-6fe741cd9d4e,template
Is there a t-shirt and a wine bottle in the office?,logical_room,no,False,"[[], [86]]",[3],4016d63f-764d-46a9-88dc-549ac7e03865,template
Is there a t-shirt and a wine glass in the office?,logical_room,no,False,"[[], []]",[3],817fcaa6-7493-41ef-8906-6ac6e5f548d9,template
Is there a table and a teapot in the office?,logical_room,no,False,"[[], []]",[3],5f9b0012-5edf-4e39-82cc-fa3a439c252f,template
Is there a table and a teddy bear in the office?,logical_room,no,False,"[[], [77]]",[3],ba012cce-d348-4c1c-9381-05168254c9eb,template
Is there a table and a television in the office?,logical_room,no,False,"[[], []]",[3],9b51a403-680d-41f7-80e3-6163b3956683,template
Is there a table and a toilet in the office?,logical_room,no,False,"[[], []]",[3],f04b0921-5dd7-4e34-ba5a-44dda2685a7b,template
Is there a table and a towel rack in the office?,logical_room,no,False,"[[], []]",[3],26616abc-238b-4644-8cbc-868e1d676fc7,template
Is there a table and a trophy in the office?,logical_room,no,False,"[[], []]",[3],78108d12-ae70-4710-8a3b-ff8634aada90,template
Is there a table and a tv stand in the office?,logical_room,no,False,"[[], []]",[3],e70e2af8-6d58-49f5-9c10-88c8abef75e3,template
Is there a table and a utensil holder in the office?,logical_room,no,False,"[[], []]",[3],39b2d29d-fe9b-4f89-a0fa-017d7d9304c2,template
Is there a table and a vacuum cleaner in the office?,logical_room,no,False,"[[], []]",[3],f1ec48b1-d334-49ae-82d6-1cf8f950341e,template
Is there a table and a vase in the office?,logical_room,no,False,"[[], []]",[3],4e467e8c-5685-4d0a-b0bc-9055c5d0afc2,template
Is there a table and a wardrobe cabinet in the office?,logical_room,no,False,"[[], []]",[3],ff9a2540-7adf-48df-a102-a2a8c4ba8ba2,template
Is there a table and a washer in the office?,logical_room,no,False,"[[], []]",[3],8126c9c3-4934-4b40-80b7-a07bcef21fd9,template
Is there a table and a water dispenser in the office?,logical_room,no,False,"[[], []]",[3],0bb11cf4-cdee-4b58-bd65-7104f9d7ce32,template
Is there a table and a window in the office?,logical_room,no,False,"[[], [82, 84]]",[3],178af54c-f305-457d-8250-41487cea2da2,template
Is there a table and a wine bottle in the office?,logical_room,no,False,"[[], [86]]",[3],87c58fa1-27dd-4fe2-bab2-39a8ca049a9b,template
Is there a table and a wine glass in the office?,logical_room,no,False,"[[], []]",[3],d0e5d3a3-b46e-43f1-bc75-8cfa0b6ac189,template
Is there a teapot and a teddy bear in the office?,logical_room,no,False,"[[], [77]]",[3],00c85848-b40e-4c4f-86c3-2461cfb88038,template
Is there a teapot and a television in the office?,logical_room,no,False,"[[], []]",[3],989f9181-3317-451e-b2af-df629da991f7,template
Is there a teapot and a toilet in the office?,logical_room,no,False,"[[], []]",[3],3a9a3928-8b87-4c6b-b839-04f9fc3db048,template
Is there a teapot and a towel rack in the office?,logical_room,no,False,"[[], []]",[3],2276ce0f-9dac-4ef3-ad9e-48d99c73e0a5,template
Is there a teapot and a trophy in the office?,logical_room,no,False,"[[], []]",[3],01f21a02-643b-407e-a62b-e03cb211fa17,template
Is there a teapot and a tv stand in the office?,logical_room,no,False,"[[], []]",[3],3cb4249d-c0f0-4d4c-8c5c-6e36f594ae6b,template
Is there a teapot and a utensil holder in the office?,logical_room,no,False,"[[], []]",[3],6c52906a-3a2e-4484-a08f-140f894439ec,template
Is there a teapot and a vacuum cleaner in the office?,logical_room,no,False,"[[], []]",[3],71bb3eeb-7f52-43d1-a446-84c301e97a09,template
Is there a teapot and a vase in the office?,logical_room,no,False,"[[], []]",[3],fe156728-63f0-46a6-a4f8-041bd4f07f6f,template
Is there a teapot and a wardrobe cabinet in the office?,logical_room,no,False,"[[], []]",[3],d0eebbb8-feb3-4158-8ce7-be95d5d7164a,template
Is there a teapot and a washer in the office?,logical_room,no,False,"[[], []]",[3],2575c7c8-4784-4e40-9eb3-f2f8c6ae8f4c,template
Is there a teapot and a water dispenser in the office?,logical_room,no,False,"[[], []]",[3],194a255e-86c6-4bde-8729-22f16c246f65,template
Is there a teapot and a window in the office?,logical_room,no,False,"[[], [82, 84]]",[3],93d16f65-4ccc-4ead-a3fc-322493b32fe6,template
Is there a teapot and a wine bottle in the office?,logical_room,no,False,"[[], [86]]",[3],7964e544-5b1f-409d-8023-f420086f9ebb,template
Is there a teapot and a wine glass in the office?,logical_room,no,False,"[[], []]",[3],e924da36-881e-40df-bad7-b99b4766be92,template
Is there a teddy bear and a television in the office?,logical_room,no,False,"[[77], []]",[3],c616adbc-8bba-4166-94c9-13a4f757c30d,template
Is there a teddy bear and a toilet in the office?,logical_room,no,False,"[[77], []]",[3],e81a6a99-24a8-43ee-980c-b81c5f4d45be,template
Is there a teddy bear and a towel rack in the office?,logical_room,no,False,"[[77], []]",[3],dff770c7-ada9-4389-877b-221325beaebf,template
Is there a teddy bear and a trophy in the office?,logical_room,no,False,"[[77], []]",[3],10494454-d273-4b3e-bf01-6430d11a9891,template
Is there a teddy bear and a tv stand in the office?,logical_room,no,False,"[[77], []]",[3],77b17e80-89a7-4cb1-b31f-b00320272631,template
Is there a teddy bear and a utensil holder in the office?,logical_room,no,False,"[[77], []]",[3],5d51660c-4fc5-4faa-9e2a-9e1e3521f401,template
Is there a teddy bear and a vacuum cleaner in the office?,logical_room,no,False,"[[77], []]",[3],40af1bf1-022e-48b4-9ad6-260b97ebb4df,template
Is there a teddy bear and a vase in the office?,logical_room,no,False,"[[77], []]",[3],57bc12d6-60dd-44a7-aea0-89185ca84f12,template
Is there a teddy bear and a wardrobe cabinet in the office?,logical_room,no,False,"[[77], []]",[3],c3a09278-3022-451b-8d3f-0ba4bab4129f,template
Is there a teddy bear and a washer in the office?,logical_room,no,False,"[[77], []]",[3],9a577536-1b12-46c7-bc22-158595e9a7f4,template
Is there a teddy bear and a water dispenser in the office?,logical_room,no,False,"[[77], []]",[3],454dc3d8-ed85-46ec-b208-790ca51f8806,template
Is there a teddy bear and a window in the office?,logical_room,yes,False,"[[77], [82, 84]]",[3],7cf6dd02-f72e-4747-92c8-3aaab8e5c107,template
Is there a teddy bear and a wine bottle in the office?,logical_room,yes,False,"[[77], [86]]",[3],f4a85262-f15b-48f0-8446-69f34b39758c,template
Is there a teddy bear and a wine glass in the office?,logical_room,no,False,"[[77], []]",[3],2e11db16-70a0-4a59-8ebe-b48276658812,template
Is there a television and a toilet in the office?,logical_room,no,False,"[[], []]",[3],0aada750-f8fd-40a7-9e6b-36fcc40091cc,template
Is there a television and a towel rack in the office?,logical_room,no,False,"[[], []]",[3],4bba67df-507d-4580-8d26-a155942664a1,template
Is there a television and a trophy in the office?,logical_room,no,False,"[[], []]",[3],1c2d4d24-4c6c-46a5-b706-b2ab652dd578,template
Is there a television and a tv stand in the office?,logical_room,no,False,"[[], []]",[3],db8e9818-a373-4c7d-a520-8273d80f5a29,template
Is there a television and a utensil holder in the office?,logical_room,no,False,"[[], []]",[3],1ff77dcd-4f0f-484d-ab34-f82d3c8f4ada,template
Is there a television and a vacuum cleaner in the office?,logical_room,no,False,"[[], []]",[3],052f7ca3-3d7f-4ad8-8aed-86759798b9b8,template
Is there a television and a vase in the office?,logical_room,no,False,"[[], []]",[3],b619a042-ea56-4b9b-8057-34015d628e84,template
Is there a television and a wardrobe cabinet in the office?,logical_room,no,False,"[[], []]",[3],fe5aa950-c1e2-4483-9484-7a1e1da6caf7,template
Is there a television and a washer in the office?,logical_room,no,False,"[[], []]",[3],e5fd60c0-81fc-44ff-9a3b-d0f678f57db2,template
Is there a television and a water dispenser in the office?,logical_room,no,False,"[[], []]",[3],aa37afb2-cc60-4440-b2ce-800512af78d7,template
Is there a television and a window in the office?,logical_room,no,False,"[[], [82, 84]]",[3],a0b30bc9-54b8-461e-a08d-4c262cc54c18,template
Is there a television and a wine bottle in the office?,logical_room,no,False,"[[], [86]]",[3],37ab16d2-ce41-483d-b893-99bd4834cb47,template
Is there a television and a wine glass in the office?,logical_room,no,False,"[[], []]",[3],f867e1b7-bb91-4ede-8be2-cbbe80aeaae6,template
Is there a toilet and a towel rack in the office?,logical_room,no,False,"[[], []]",[3],b1fcd273-a219-461f-b846-6433ebd2dae4,template
Is there a toilet and a trophy in the office?,logical_room,no,False,"[[], []]",[3],78d986f9-3035-4c53-bd68-5f2b3578ca36,template
Is there a toilet and a tv stand in the office?,logical_room,no,False,"[[], []]",[3],3f8400fe-877c-4f0b-9b08-bf06bdd6d0a5,template
Is there a toilet and a utensil holder in the office?,logical_room,no,False,"[[], []]",[3],c02a9744-2eef-43a3-94e0-e48ecc635e0e,template
Is there a toilet and a vacuum cleaner in the office?,logical_room,no,False,"[[], []]",[3],c39fc137-8c81-4750-a69b-51fc413f5d19,template
Is there a toilet and a vase in the office?,logical_room,no,False,"[[], []]",[3],59b9768d-58d7-476f-afff-87c93c6879a1,template
Is there a toilet and a wardrobe cabinet in the office?,logical_room,no,False,"[[], []]",[3],a3f04821-f9b3-4d54-bd18-70e418b98ba8,template
Is there a toilet and a washer in the office?,logical_room,no,False,"[[], []]",[3],427cac76-4ee3-4b51-b52c-080588b97dba,template
Is there a toilet and a water dispenser in the office?,logical_room,no,False,"[[], []]",[3],f53787df-aa07-4ef5-9526-05ecac93d11b,template
Is there a toilet and a window in the office?,logical_room,no,False,"[[], [82, 84]]",[3],840a9828-3639-4412-b6c4-3d19cdf99778,template
Is there a toilet and a wine bottle in the office?,logical_room,no,False,"[[], [86]]",[3],2daca8ec-852d-423d-bc84-9fd47d029190,template
Is there a toilet and a wine glass in the office?,logical_room,no,False,"[[], []]",[3],004cbbe8-f120-4b64-8bf7-9733b1b7879c,template
Is there a towel rack and a trophy in the office?,logical_room,no,False,"[[], []]",[3],5592faaf-9595-440c-a4fe-aafa58140f96,template
Is there a towel rack and a tv stand in the office?,logical_room,no,False,"[[], []]",[3],b8e5de2b-4e11-425c-9ad3-36df009e6628,template
Is there a towel rack and a utensil holder in the office?,logical_room,no,False,"[[], []]",[3],486011d6-177f-43bd-b6b6-b23ea6edb60f,template
Is there a towel rack and a vacuum cleaner in the office?,logical_room,no,False,"[[], []]",[3],b81c7fda-d30d-4135-9477-c803eba67a66,template
Is there a towel rack and a vase in the office?,logical_room,no,False,"[[], []]",[3],758eddbe-215c-4307-a58b-44fce45a5af7,template
Is there a towel rack and a wardrobe cabinet in the office?,logical_room,no,False,"[[], []]",[3],63ea25f1-a12f-40bc-886d-ff03f1b08d73,template
Is there a towel rack and a washer in the office?,logical_room,no,False,"[[], []]",[3],ca3c4dc5-480d-4ba2-8ac4-4ddf14cd883e,template
Is there a towel rack and a water dispenser in the office?,logical_room,no,False,"[[], []]",[3],ff18c08d-9354-4906-9a31-15988d432f26,template
Is there a towel rack and a window in the office?,logical_room,no,False,"[[], [82, 84]]",[3],9ac4f283-c4d7-42be-9022-e0566a2e3c02,template
Is there a towel rack and a wine bottle in the office?,logical_room,no,False,"[[], [86]]",[3],a9adb0c5-2158-424f-aa16-c3392ec77971,template
Is there a towel rack and a wine glass in the office?,logical_room,no,False,"[[], []]",[3],4ea8f6e6-6df1-4d14-ade7-e3e9d316402a,template
Is there a trophy and a tv stand in the office?,logical_room,no,False,"[[], []]",[3],2f634eca-808f-44f1-9f63-b39fcee48670,template
Is there a trophy and a utensil holder in the office?,logical_room,no,False,"[[], []]",[3],261d214a-eb9e-4f43-b386-a4434195372d,template
Is there a trophy and a vacuum cleaner in the office?,logical_room,no,False,"[[], []]",[3],88004cfc-91ed-4f4a-a0cc-aa5eab545c94,template
Is there a trophy and a vase in the office?,logical_room,no,False,"[[], []]",[3],6a1a87ed-6306-41c0-8bb3-3b2b5b0d02f7,template
Is there a trophy and a wardrobe cabinet in the office?,logical_room,no,False,"[[], []]",[3],40f586fb-33dc-48bf-b68c-2c464baf3aae,template
Is there a trophy and a washer in the office?,logical_room,no,False,"[[], []]",[3],4b218690-1334-4c8f-b560-303711d4c4c2,template
Is there a trophy and a water dispenser in the office?,logical_room,no,False,"[[], []]",[3],c05feed2-a29d-4e39-8e24-274bdf4cafb4,template
Is there a trophy and a window in the office?,logical_room,no,False,"[[], [82, 84]]",[3],3448e2dd-7372-453e-9fcf-61ddba42ebea,template
Is there a trophy and a wine bottle in the office?,logical_room,no,False,"[[], [86]]",[3],09e19fb0-ab0e-49c8-89a2-643228cf3afe,template
Is there a trophy and a wine glass in the office?,logical_room,no,False,"[[], []]",[3],bbd76898-cdf2-48cf-8f9d-f51fb94a6421,template
Is there a tv stand and a utensil holder in the office?,logical_room,no,False,"[[], []]",[3],07af81e6-795d-4ca6-9951-9b7d2b058edb,template
Is there a tv stand and a vacuum cleaner in the office?,logical_room,no,False,"[[], []]",[3],230584cd-07dc-4f7f-b840-282c54d87f66,template
Is there a tv stand and a vase in the office?,logical_room,no,False,"[[], []]",[3],3a1977e3-5155-4acd-9a69-f77132dfce54,template
Is there a tv stand and a wardrobe cabinet in the office?,logical_room,no,False,"[[], []]",[3],d5584809-eca4-4295-89b1-edb958564f77,template
Is there a tv stand and a washer in the office?,logical_room,no,False,"[[], []]",[3],9b1f81f1-44bb-45a2-9cba-ada6074b5f83,template
Is there a tv stand and a water dispenser in the office?,logical_room,no,False,"[[], []]",[3],a5ab9ce0-29e7-489c-a4d5-c309faf4e1cd,template
Is there a tv stand and a window in the office?,logical_room,no,False,"[[], [82, 84]]",[3],17f7d76e-7c74-4adf-a21c-f81402272dad,template
Is there a tv stand and a wine bottle in the office?,logical_room,no,False,"[[], [86]]",[3],f0ba120c-b20a-451e-8a17-4de0059c8dd1,template
Is there a tv stand and a wine glass in the office?,logical_room,no,False,"[[], []]",[3],42a0c0bd-4f60-4284-b418-fb464f399c0c,template
Is there a utensil holder and a vacuum cleaner in the office?,logical_room,no,False,"[[], []]",[3],e29c21b7-6032-47b0-8893-af1aa0c401d3,template
Is there a utensil holder and a vase in the office?,logical_room,no,False,"[[], []]",[3],cb233b31-cd0f-4209-bad7-91d7ef891a98,template
Is there a utensil holder and a wardrobe cabinet in the office?,logical_room,no,False,"[[], []]",[3],d5499d45-0fd3-4ffd-bb93-7842f6776a50,template
Is there a utensil holder and a washer in the office?,logical_room,no,False,"[[], []]",[3],91919b8d-0421-4fa3-9cf6-ed4e857cb9ee,template
Is there a utensil holder and a water dispenser in the office?,logical_room,no,False,"[[], []]",[3],1e93b111-76a4-4521-b3c6-62ce76e0fbf7,template
Is there a utensil holder and a window in the office?,logical_room,no,False,"[[], [82, 84]]",[3],093f92c6-a32a-4b9c-b22e-33f5e604c11c,template
Is there a utensil holder and a wine bottle in the office?,logical_room,no,False,"[[], [86]]",[3],15fe0492-fb86-4f72-b5ed-bf2c1ee0c3cf,template
Is there a utensil holder and a wine glass in the office?,logical_room,no,False,"[[], []]",[3],30fc733a-9dfd-40a2-acff-e87f7b3d59cb,template
Is there a vacuum cleaner and a vase in the office?,logical_room,no,False,"[[], []]",[3],cc1a8598-3a26-4436-be89-7fd727600080,template
Is there a vacuum cleaner and a wardrobe cabinet in the office?,logical_room,no,False,"[[], []]",[3],a386a1e0-fc1e-4772-9a91-6dc9f72eaef7,template
Is there a vacuum cleaner and a washer in the office?,logical_room,no,False,"[[], []]",[3],c3341fd6-edf4-4ee5-a8fc-4cc6cd0d1bf2,template
Is there a vacuum cleaner and a water dispenser in the office?,logical_room,no,False,"[[], []]",[3],3dc51564-f9b5-4129-9977-ba9527a1877b,template
Is there a vacuum cleaner and a window in the office?,logical_room,no,False,"[[], [82, 84]]",[3],b58fd1e8-a5cd-48e0-858a-bcacec540c67,template
Is there a vacuum cleaner and a wine bottle in the office?,logical_room,no,False,"[[], [86]]",[3],6dc02335-ff7a-46d0-b267-c3cb3b39489f,template
Is there a vacuum cleaner and a wine glass in the office?,logical_room,no,False,"[[], []]",[3],c87264b7-00a2-478f-bcf3-eb8d11a70d2b,template
Is there a vase and a wardrobe cabinet in the office?,logical_room,no,False,"[[], []]",[3],a7c43e12-6177-40c2-8b15-19f959798e4d,template
Is there a vase and a washer in the office?,logical_room,no,False,"[[], []]",[3],714ff338-83ff-423b-bf73-0f2b9a1576a3,template
Is there a vase and a water dispenser in the office?,logical_room,no,False,"[[], []]",[3],8035d8ec-71e1-4479-b137-c07ac9dda003,template
Is there a vase and a window in the office?,logical_room,no,False,"[[], [82, 84]]",[3],167a8768-365e-4091-9196-0af168fcbcfc,template
Is there a vase and a wine bottle in the office?,logical_room,no,False,"[[], [86]]",[3],6efef2e5-9160-4160-af7c-b46337a3dbf4,template
Is there a vase and a wine glass in the office?,logical_room,no,False,"[[], []]",[3],3a4fd280-98a5-457d-a56a-a1ec80834a9f,template
Is there a wardrobe cabinet and a washer in the office?,logical_room,no,False,"[[], []]",[3],1b6dd735-f027-4437-bc51-65bb60e96c50,template
